unit_id,study,brief_id,artefact_blind_id,material_json,contestatory_revision_0_2,rationale_specificity_0_2,new_assumption_count,unresolved_issue_present,grounded_interpretation_count,assumption_count,stakeholder_power_0_2,alternative_future_count,confusion_0_2,condition_guess,guess_confidence_0_2,coder_id,codebook_version,notes
UNIT-3986AC61B1DCC5F734,study-a,common-ground-2040,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""final_values"":{""representation"":""每个受影响住址拥有一票，另为高搬迁风险居民设置否决审查"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""candidate_decisions"":[{""target_ids"":[""representation""],""decision"":""APPLIED"",""semantic_diff"":[""representation""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改代表权，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-17171224180AC6F382,study-a,cooling-credit-2035,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""final_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""candidate_decisions"":[{""target_ids"":[""allocation""],""decision"":""APPLIED"",""semantic_diff"":[""allocation""],""visual_diff"":[""accent""]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改排序依据，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-2C5053BA56D89F8C21,study-a,cooling-credit-2035,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""final_values"":{""access"":""高温红色预警期间，降温中心取消账户核验"",""allocation"":""先按暴露风险划定资源池，再由社区公开讨论边缘个案"",""appeal"":""结果每晚自动更新，不提供个人复核""},""candidate_decisions"":[{""target_ids"":[""allocation""],""decision"":""APPLIED"",""semantic_diff"":[""access"",""allocation""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改排序依据，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-387FA63BB9FF0C63A1,study-a,carelink-home-2032,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""final_values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""candidate_decisions"":[{""target_ids"":[""escalation""],""decision"":""APPLIED"",""semantic_diff"":[""escalation""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改升级规则，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-1F83297FDDC4B4AEA4,study-a,cooling-credit-2035,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""final_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""居民可要求人工复核，并看到影响决定的主要依据""},""candidate_decisions"":[{""target_ids"":[""appeal""],""decision"":""APPLIED"",""semantic_diff"":[""appeal""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改复核方式，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-96AC0755FE710BF2CD,study-a,carelink-home-2032,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""final_values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""candidate_decisions"":[{""target_ids"":[""consent""],""decision"":""APPLIED"",""semantic_diff"":[""consent""],""visual_diff"":[""layout""]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改同意机制，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-DA82650073CF0D67EA,study-a,carelink-home-2032,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""final_values"":{""consent"":""每周以易懂摘要重新确认授权，未确认的数据不外发"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""candidate_decisions"":[{""target_ids"":[""consent""],""decision"":""APPLIED"",""semantic_diff"":[""consent"",""escalation""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改同意机制，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-4B7D3EA7A2973A91CE,study-a,common-ground-2040,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""final_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""优先保护总资产价值最高的街区""},""candidate_decisions"":[{""target_ids"":[""evidence""],""decision"":""APPLIED"",""semantic_diff"":[""evidence""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改有效证据，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-56214755058DECB7DA,study-a,carelink-home-2032,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""final_values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""先向本人展示变化，由本人决定是否邀请他人查看"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""candidate_decisions"":[{""target_ids"":[""visibility""],""decision"":""APPLIED"",""semantic_diff"":[""visibility""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改数据可见性，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-8CD63D1CAEA4120BA4,study-a,common-ground-2040,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""final_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""candidate_decisions"":[{""target_ids"":[""distribution""],""decision"":""APPLIED"",""semantic_diff"":[""distribution""],""visual_diff"":[""accent""]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改保护分配，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-721CCA650728AFC1BA,study-a,common-ground-2040,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""final_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""部分预算用于防护，部分用于自愿搬迁和租户长期安置""},""candidate_decisions"":[{""target_ids"":[""distribution""],""decision"":""APPLIED"",""semantic_diff"":[""evidence"",""distribution""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改保护分配，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-C337384B6FB010F092,study-a,cooling-credit-2035,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""final_values"":{""access"":""可通过手机、图书馆服务台、电话或社区代理领取"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""candidate_decisions"":[{""target_ids"":[""access""],""decision"":""APPLIED"",""semantic_diff"":[""access""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改领取入口，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-D97E889A7DD7E3326D,study-a,common-ground-2040,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""final_values"":{""representation"":""随机抽取居民议会，并保证租户和临时居住者最低席位"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""candidate_decisions"":[{""target_ids"":[""representation""],""decision"":""APPLIED"",""semantic_diff"":[""representation""],""visual_diff"":[]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改代表权，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-D61E50F8B5AA41DB0C,study-a,cooling-credit-2035,,"{""pre_assumptions"":""合成回答：系统预设某类数据和决策者具有更高权威。"",""base_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""final_values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""candidate_decisions"":[{""target_ids"":[""allocation""],""decision"":""APPLIED"",""semantic_diff"":[""allocation""],""visual_diff"":[""accent""]}],""changed_assumption"":""合成回答：改变了谁能参与决定以及什么证据可以进入复核。"",""newly_noticed"":""合成回答：注意到责任归属仍由机构预先规定。"",""unresolved"":""合成回答：紧急效率与共同决定之间仍有张力。"",""rationale_prompt"":""合成指令：修改排序依据，让受影响者能够质疑决定。""}",,,,,,,,,,,,,0.1,
UNIT-D09238CB2105BD2CE1,study-b,carelink-home-2032,ART-E3D4E278EC91B156,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-2F94DB9D63924971C3,study-b,common-ground-2040,ART-0F7B714ABAC6C3AA,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""部分预算用于防护，部分用于自愿搬迁和租户长期安置""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-F9B40FDE49674A1DDF,study-b,cooling-credit-2035,ART-8B5731A312E46442,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-507EB6AAEA5BF64DD1,study-b,cooling-credit-2035,ART-8B5731A312E46442,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-94EC93BD2648A9815B,study-b,common-ground-2040,ART-0F7B714ABAC6C3AA,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""部分预算用于防护，部分用于自愿搬迁和租户长期安置""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
